League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
TURKEY 2,2025-12-12,08:30:00,17,Adana Demirspor,Boluspor,19.11,5.5,1.2,23.86,10.68,1.02,1.08,6.5,1.4,2.22,2.59,1.55,0.0,27.0,1.01,11.0,1.08,5.55,2.67,1.4,1.02,0.0,1.01,0.13,1.0,0.97,1.52,2.49,0.0,0.0,0.0,0.0,0.0,1.57,2.23,2.17,1.8,2.4,1.49,0.0,0.0
AUSTRIA 2,2025-12-12,14:00:00,17,Austria Wien II,Austria Klagenfurt,0.0,0.0,0.0,2.86,3.31,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.85,0.0,0.0,0.0,0.0,0.0,1.0,1.75,1.0,1.06,2.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUSTRIA 2,2025-12-12,14:00:00,17,Schwarz-Weiß Bregenz,St. Pölten,4.96,2.35,2.11,4.2,3.95,1.55,1.25,3.42,2.31,1.53,5.3,1.09,1.03,15.0,1.18,4.6,1.57,2.35,1.59,2.21,1.22,0.0,1.18,1.0,1.75,1.14,1.76,2.9,4.82,8.75,1.33,1.32,2.94,1.56,2.18,1.97,1.73,2.56,1.41,3.62,1.2
AUSTRIA 2,2025-12-12,14:00:00,17,WSPG Wels,Austria Lustenau,3.9,2.02,2.7,3.14,3.12,2.08,1.41,2.66,2.99,1.33,7.5,1.02,1.06,9.0,1.33,3.1,2.05,1.73,1.81,1.9,1.3,0.0,1.3,1.25,1.38,1.21,1.53,2.74,3.04,7.12,1.65,1.4,2.6,1.75,1.94,2.24,1.53,3.04,1.26,4.73,1.1
TURKEY 1,2025-12-12,14:00:00,16,Kasımpaşa,Gençlerbirliği,2.79,2.06,4.05,2.14,3.3,3.3,1.4,2.8,2.8,1.4,7.5,1.08,1.06,8.5,1.27,3.25,2.0,1.8,1.84,1.95,1.28,0.0,1.67,0.43,0.5,1.43,0.88,2.31,1.51,8.7,3.04,1.3,3.28,1.5,2.35,1.86,1.82,2.39,1.54,3.2,1.26
AUSTRIA 2,2025-12-12,14:00:00,17,SV Stripfing Weiden,Sturm Graz II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,1.44,1.14,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUSTRIA 2,2025-12-12,14:00:00,17,Kapfenberger SV,Floridsdorfer AC,4.6,2.13,2.38,3.91,3.5,1.82,1.36,3.2,2.62,1.42,6.0,1.06,1.05,9.0,1.22,3.5,1.85,1.95,1.68,1.92,1.77,0.0,1.2,1.43,2.14,1.5,1.52,3.02,3.6,8.0,1.49,1.22,3.5,1.46,2.47,1.95,1.97,2.25,1.56,2.99,1.3
CROATIA 1,2025-12-12,14:00:00,17,HNK Vukovar 1991,Varaždin,3.55,2.1,2.8,2.9,3.32,2.2,1.4,2.69,2.9,1.34,8.0,1.02,1.0,9.0,1.34,2.95,2.1,1.7,1.87,1.91,1.59,0.0,1.34,1.25,1.0,1.38,1.18,2.56,2.29,6.76,2.01,1.46,2.46,1.82,1.88,2.86,1.52,3.18,1.27,4.67,1.11
AUSTRIA 2,2025-12-12,14:00:00,17,Liefering,Rapid Wien II,2.17,2.32,4.8,1.68,3.7,4.56,1.25,3.28,2.35,1.52,5.0,1.09,1.02,13.8,1.14,3.6,1.57,2.25,1.57,2.25,1.25,0.0,2.0,1.71,1.0,1.71,1.19,2.9,1.33,8.8,4.76,1.28,3.09,1.5,2.31,2.23,1.77,2.49,1.45,3.41,1.23
GERMANY 2,2025-12-12,14:30:00,16,Dynamo Dresden,Eintracht Braunschweig,2.62,2.09,3.8,2.09,3.34,3.25,1.36,2.89,2.56,1.45,5.75,1.07,1.04,11.0,1.22,3.8,1.75,1.95,1.65,2.21,1.29,0.0,1.72,0.71,0.86,1.3,1.36,2.66,1.55,9.0,2.88,1.12,4.65,1.27,2.85,1.69,2.31,1.86,1.82,2.36,1.48
