Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
WMHRvumI,2026-01-26,03:40,AUSTRALIA 1,Round 14,Melbourne Victory,Sydney FC,2.75,2.38,3.6,1.3,3.4,2.5,1.5,6.0,1.13,2.1,3.6,3.2,1.03,15.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.57,2.25,1.36,1.29,1.67
fBLBYghf,2026-01-26,05:00,WORLD CLUB FRIENDLY,-,Zenit (Rus),Shanghai Port (Chn),1.5,3.14,8.0,1.18,4.05,1.75,1.95,3.5,1.24,1.2,7.0,11.0,0.0,0.0,1.02,7.9,1.22,3.54,1.63,2.23,2.27,1.51,1.66,2.1,1.05,1.07,3.33
W2XsWLig,2026-01-26,05:30,WORLD CLUB FRIENDLY,-,Rubin Kazan (Rus),Struga (Mkd),1.69,2.6,7.5,1.3,3.1,2.1,1.66,4.7,1.14,1.3,4.85,11.5,1.01,13.0,1.13,4.65,1.52,2.37,2.2,1.6,3.75,1.23,1.8,1.9,1.07,1.16,2.57
GQ1QmZt2,2026-01-26,06:00,TURKEY 1 WOM,Round 16,1207 Antalyaspor W,Galatasaray W,22.0,13.0,1.03,0.0,0.0,0.0,0.0,1.09,6.15,22.0,13.0,1.03,0.0,0.0,0.0,0.0,1.09,6.15,0.0,0.0,0.0,0.0,22.0,13.0,22.0,13.0,1.03
lzQoi08U,2026-01-26,07:00,ETHIOPIA 1,Round 17,St. George,Shire Endaselassie,3.2,1.83,4.0,1.57,2.25,4.0,1.2,11.0,1.01,2.3,2.75,3.25,1.08,6.5,1.57,2.25,2.88,1.36,6.5,1.08,13.0,1.01,2.25,1.57,1.3,1.36,1.53
j9m45X6K,2026-01-26,08:00,ITALY U19,Round 22,Cagliari U20,Sassuolo U20,3.5,2.1,2.88,1.36,2.88,2.88,1.36,7.0,1.07,2.88,3.1,2.3,1.05,10.0,1.3,3.4,1.95,1.75,3.5,1.29,6.5,1.1,1.75,2.0,1.53,1.3,1.33
2RgsgKc2,2026-01-26,08:30,SINGAPORE 1,Round 8,Young Lions,Tanjong Pagar,4.33,2.88,2.0,1.17,5.0,1.8,1.91,3.5,1.29,3.6,4.75,1.6,1.01,18.5,1.07,9.0,1.25,4.0,1.67,2.1,2.5,1.5,1.33,3.25,2.2,1.17,1.25
pfswHneE,2026-01-26,09:00,INDONESIA 1,Round 18,Dewa United,Arema FC,2.1,2.3,5.0,1.3,3.2,2.5,1.5,6.0,1.11,1.57,4.0,4.75,1.02,13.0,1.2,4.33,1.73,2.1,2.88,1.4,5.5,1.14,1.67,2.1,1.13,1.17,2.25
QHb7AtOq,2026-01-26,09:30,SAUDI ARABIA 2,Round 19,Al Batin,Al Raed,5.0,2.4,2.0,1.29,3.25,2.38,1.53,5.5,1.13,5.5,4.1,1.5,1.01,15.0,1.2,4.5,1.62,2.25,2.63,1.47,5.0,1.17,1.67,2.1,2.4,1.17,1.1
pKE88Khd,2026-01-26,09:45,SAUDI ARABIA 2,Round 19,Al Arabi,Al-Faisaly,4.47,2.32,2.16,0.0,0.0,2.33,1.46,0.0,0.0,4.4,3.38,1.65,0.0,0.0,1.2,3.6,1.68,1.93,2.7,1.35,4.7,1.11,1.66,1.97,1.92,1.21,1.13
